"","ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","WarningsEng"
"1","1","Anadenanthera colubrina",1,"167468","Anadenanthera colubrina",1,"species","","",NA,"(Vell.) Brenan","Fabaceae","Anadenanthera","Anadenanthera",1,"colubrina","colubrina",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:12264-2","","Y","Accepted","Anadenanthera colubrina","Anadenanthera colubrina","(Vell.) Brenan","167468","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:12264-2","","Fabaceae","1","1","wcvp","0",""
"2","2","Microlobius foetidus",1,"184670","Microlobius foetidus",1,"species","","",NA,"(Jacq.) M.Sousa & G.Andrade","Fabaceae","Microlobius","Microlobius",1,"foetidus","foetidus",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1031488-2","","Y","Accepted","Microlobius foetidus","Microlobius foetidus","(Jacq.) M.Sousa & G.Andrade","184670","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1031488-2","","Fabaceae","1","1","wcvp","0",""
"3","3","Mimosa acantholoba acantholoba",0.96021221090168,"1048984","Mimosa acantholoba var. acantholoba",0.96021221090168,"variety","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"acantholoba","acantholoba",1,"","",NA,"var.","acantholoba",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190505-1","","Y","Accepted","Mimosa acantholoba var. acantholoba","Mimosa acantholoba","","1048984","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190505-1","","Fabaceae","1","1","wcvp","0",""
"4","4","Mimosa acantholoba eurycarpa",0.96021221090168,"1232346","Mimosa acantholoba var. eurycarpa",0.96021221090168,"variety","","",NA,"(B.L.Rob.) Barneby","Fabaceae","Mimosa","Mimosa",1,"acantholoba","acantholoba",1,"","",NA,"var.","eurycarpa",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967249-1","","Y","Accepted","Mimosa acantholoba var. eurycarpa","Mimosa acantholoba","(B.L.Rob.) Barneby","1232346","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967249-1","","Fabaceae","1","1","wcvp","0",""
"5","5","Mimosa acapulcensis",1,"1040191","Mimosa acapulcensis",1,"species","","",NA,"B.L.Rob.","Fabaceae","Mimosa","Mimosa",1,"acapulcensis","acapulcensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161458-2","","Y","Accepted","Mimosa acapulcensis","Mimosa acapulcensis","B.L.Rob.","1040191","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161458-2","","Fabaceae","1","1","wcvp","0",""
"6","6","Mimosa accedens",1,"1232402","Mimosa accedens",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"accedens","accedens",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312903-2","","Y","Accepted","Mimosa accedens","Mimosa accedens","Barneby","1232402","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312903-2","","Fabaceae","1","1","wcvp","0",""
"7","536,521,518,517,510,506,496,495,489,488,487,485,478,473,470,467,463,441,436,432,431,430,427,424,422,412,411,410,409,408,407,404,398,397,396,395,388,387,381,374,373,370,369,364,361,360,354,353,352,351,350,339,338,337,333,329,325,324,309,293,290,288,286,277,276,275,274,272,264,257,255,254,248,247,246,245,243,242,241,239,237,227,226,225,222,221,218,215,214,211,203,200,196,193,185,180,179,175,172,170,163,162,151,149,147,136,123,122,115,108,106,103,102,101,100,91,85,83,82,81,75,74,73,72,61,51,50,47,44,41,36,35,34,33,32,31,30,29,28,27,25,24,22,21,18,17,11,7","x",NA,"","[No match found]",NA,"","","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","x","","","","","","","","","","","","","","","","",""
"8","8","Mimosa acroconica",1,"1232401","Mimosa acroconica",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"acroconica","acroconica",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312902-2","","Y","Accepted","Mimosa acroconica","Mimosa acroconica","Barneby","1232401","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312902-2","","Fabaceae","1","1","wcvp","0",""
"9","9","Mimosa aculeaticarpa",1,"167536","Mimosa aculeaticarpa",1,"species","","",NA,"Ortega","Fabaceae","Mimosa","Mimosa",1,"aculeaticarpa","aculeaticarpa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161462-2","","Y","Accepted","Mimosa aculeaticarpa","Mimosa aculeaticarpa","Ortega","167536","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161462-2","","Fabaceae","1","1","wcvp","0",""
"10","10","Mimosa acutistipula acutistipula",0.96021221090168,"1232348","Mimosa acutistipula var. acutistipula",0.96021221090168,"variety","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"acutistipula","acutistipula",1,"","",NA,"var.","acutistipula",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190453-1","","Y","Accepted","Mimosa acutistipula var. acutistipula","Mimosa acutistipula","","1232348","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190453-1","","Fabaceae","1","1","wcvp","0",""
"11","12","Mimosa adamantina adamantina",0.96021221090168,"1232514","Mimosa adamantina var. adamantina",0.96021221090168,"variety","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"adamantina","adamantina",1,"","",NA,"var.","adamantina",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190472-1","","Y","Accepted","Mimosa adamantina var. adamantina","Mimosa adamantina","","1232514","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190472-1","","Fabaceae","1","1","wcvp","0",""
"12","13","Mimosa adenantheroides",1,"172252","Mimosa adenantheroides",1,"species","","",NA,"(M.Martens & Galeotti) Benth.","Fabaceae","Mimosa","Mimosa",1,"adenantheroides","adenantheroides",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507600-1","","Y","Accepted","Mimosa adenantheroides","Mimosa adenantheroides","(M.Martens & Galeotti) Benth.","172252","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507600-1","","Fabaceae","1","1","wcvp","0",""
"13","14","Mimosa adenantheroides hystricosa",0.59957384396743,"172252","Mimosa adenantheroides",0.59957384396743,"species","","",NA,"(M.Martens & Galeotti) Benth.","Fabaceae","Mimosa","Mimosa",1,"adenantheroides","adenantheroides",1,"","",NA,"","",NA,"","",NA,"","hystricosa","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507600-1","","Y","Accepted","Mimosa adenantheroides","Mimosa adenantheroides","(M.Martens & Galeotti) Benth.","172252","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507600-1","","Fabaceae","1","1","wcvp","1","[Partial]"
"14","15","Mimosa adenocarpa",1,"167537","Mimosa adenocarpa",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"adenocarpa","adenocarpa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161465-2","","Y","Accepted","Mimosa adenocarpa","Mimosa adenocarpa","Benth.","167537","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161465-2","","Fabaceae","1","1","wcvp","0",""
"15","16","Mimosa adenophylla adenophylla",0.59957384396743,"167539","Mimosa adenophylla",0.59957384396743,"species","","",NA,"Taub.","Fabaceae","Mimosa","Mimosa",1,"adenophylla","adenophylla",1,"","",NA,"","",NA,"","",NA,"","adenophylla","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161469-2","","Y","Synonym","Mimosa pteridifolia","Mimosa pteridifolia","Benth.","176444","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508548-1","","Fabaceae","1","1","wcvp","1","[Partial]"
"16","19","Mimosa adenophylla mitis",0.96021221090168,"1288242","Mimosa adenophylla var. mitis",0.96021221090168,"variety","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"adenophylla","adenophylla",1,"","",NA,"var.","mitis",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312723-2","","Y","Synonym","Mimosa pteridifolia","Mimosa pteridifolia","Benth.","176444","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508548-1","","Fabaceae","1","1","wcvp","0",""
"17","20","Mimosa adenotricha",1,"172253","Mimosa adenotricha",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"adenotricha","adenotricha",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507604-1","","Y","Accepted","Mimosa adenotricha","Mimosa adenotricha","Benth.","172253","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507604-1","","Fabaceae","1","1","wcvp","0",""
"18","23","Mimosa adpressa",1,"170320","Mimosa adpressa",1,"species","","",NA,"Hook. & Arn.","Fabaceae","Mimosa","Mimosa",1,"adpressa","adpressa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507609-1","","Y","Accepted","Mimosa adpressa","Mimosa adpressa","Hook. & Arn.","170320","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507609-1","","Fabaceae","1","1","wcvp","0",""
"19","26","Mimosa bispiculata",1,"1240227","Mimosa bispiculata",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"bispiculata","bispiculata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:314530-2","","Y","Accepted","Mimosa bispiculata","Mimosa bispiculata","Barneby","1240227","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:314530-2","","Fabaceae","1","1","wcvp","0",""
"20","37","Mimosa affinis",1,"1040192","Mimosa affinis",1,"species","","",NA,"B.L.Rob.","Fabaceae","Mimosa","Mimosa",1,"affinis","affinis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161470-2","","Y","Accepted","Mimosa affinis","Mimosa affinis","B.L.Rob.","1040192","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161470-2","","Fabaceae","1","1","wcvp","0",""
"21","38","Mimosa aguapeia",1,"1232403","Mimosa aguapeia",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"aguapeia","aguapeia",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312904-2","","Y","Accepted","Mimosa aguapeia","Mimosa aguapeia","Barneby","1232403","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312904-2","","Fabaceae","1","1","wcvp","0",""
"22","39","Mimosa albida albida",0.96021221090168,"176853","Mimosa albida var. albida",0.96021221090168,"variety","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"albida","albida",1,"","",NA,"var.","albida",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190464-1","","Y","Accepted","Mimosa albida var. albida","Mimosa albida","","176853","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190464-1","","Fabaceae","1","1","wcvp","0",""
"23","40","Mimosa albolanata brasiliana",0.96021221090168,"1288243","Mimosa albolanata var. brasiliana",0.96021221090168,"variety","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"albolanata","albolanata",1,"","",NA,"var.","brasiliana",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312928-2","","Y","Accepted","Mimosa albolanata var. brasiliana","Mimosa albolanata","Barneby","1288243","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312928-2","","Fabaceae","1","1","wcvp","0",""
"24","42","Mimosa albolanata",1,"167541","Mimosa albolanata",1,"species","","",NA,"Taub.","Fabaceae","Mimosa","Mimosa",1,"albolanata","albolanata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161480-2","","Y","Accepted","Mimosa albolanata","Mimosa albolanata","Taub.","167541","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161480-2","","Fabaceae","1","1","wcvp","0",""
"25","43","Mimosa albolanata paucipinna",0.96021221090168,"1288245","Mimosa albolanata var. paucipinna",0.96021221090168,"variety","","",NA,"(Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"albolanata","albolanata",1,"","",NA,"var.","paucipinna",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967291-1","","Y","Accepted","Mimosa albolanata var. paucipinna","Mimosa albolanata","(Benth.) Barneby","1288245","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967291-1","","Fabaceae","1","1","wcvp","0",""
"26","45","Mimosa amnis atri",1,"1232353","Mimosa amnis-atri",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"amnis-atri","amnis-atri",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312729-2","","Y","Accepted","Mimosa amnis-atri","Mimosa amnis-atri","Barneby","1232353","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312729-2","","Fabaceae","1","1","wcvp","0",""
"27","46","Mimosa andina",1,"172256","Mimosa andina",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"andina","andina",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507634-1","","Y","Accepted","Mimosa andina","Mimosa andina","Benth.","172256","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507634-1","","Fabaceae","1","1","wcvp","0",""
"28","48","Mimosa antioquensis isthmensis",0.96021221090168,"1355864","Mimosa antioquensis var. isthmensis",0.96021221090168,"variety","","",NA,"R.Grether","Fabaceae","Mimosa","Mimosa",1,"antioquensis","antioquensis",1,"","",NA,"var.","isthmensis",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:951600-1","","Y","Synonym","Mimosa antioquensis","Mimosa antioquensis","Killip ex Rudd","166679","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507647-1","","Fabaceae","1","1","wcvp","0",""
"29","49","Mimosa antrorsa",1,"172260","Mimosa antrorsa",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"antrorsa","antrorsa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507648-1","","Y","Accepted","Mimosa antrorsa","Mimosa antrorsa","Benth.","172260","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507648-1","","Fabaceae","1","1","wcvp","0",""
"30","52","Mimosa apodocarpa",1,"167548","Mimosa apodocarpa",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"apodocarpa","apodocarpa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161495-2","","Y","Accepted","Mimosa apodocarpa","Mimosa apodocarpa","Benth.","167548","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161495-2","","Fabaceae","1","1","wcvp","0",""
"31","53","Mimosa arenosa arenosa",0.96021221090168,"1049012","Mimosa arenosa var. arenosa",0.96021221090168,"variety","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"arenosa","arenosa",1,"","",NA,"var.","arenosa",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190507-1","","Y","Accepted","Mimosa arenosa var. arenosa","Mimosa arenosa","","1049012","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190507-1","","Fabaceae","1","1","wcvp","0",""
"32","54","Mimosa arenosa leiocarpa",0.96021221090168,"1369710","Mimosa arenosa var. leiocarpa",0.96021221090168,"variety","","",NA,"(DC.) Barneby","Fabaceae","Mimosa","Mimosa",1,"arenosa","arenosa",1,"","",NA,"var.","leiocarpa",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967252-1","","Y","Accepted","Mimosa arenosa var. leiocarpa","Mimosa arenosa","(DC.) Barneby","1369710","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967252-1","","Fabaceae","1","1","wcvp","0",""
"33","55","Mimosa artemisiana",1,"177083","Mimosa artemisiana",1,"species","","",NA,"Heringer & Paula","Fabaceae","Mimosa","Mimosa",1,"artemisiana","artemisiana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:896252-1","","Y","Synonym","Mimosa schomburgkii","Mimosa schomburgkii","Benth.","172433","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508651-1","","Fabaceae","1","1","wcvp","0",""
"34","56","Mimosa aspera",1,"167553","Mimosa aspera",1,"species","","",NA,"M.E.Jones","Fabaceae","Mimosa","Mimosa",1,"aspera","aspera",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161505-2","","Y","Accepted","Mimosa aspera","Mimosa aspera","M.E.Jones","167553","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161505-2","","Fabaceae","1","1","wcvp","0",""
"35","57","Mimosa atlantica",1,"1232477","Mimosa atlantica",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"atlantica","atlantica",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313231-2","","Y","Accepted","Mimosa atlantica","Mimosa atlantica","Barneby","1232477","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313231-2","","Fabaceae","1","1","wcvp","0",""
"36","58","Mimosa auriculata",1,"172263","Mimosa auriculata",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"auriculata","auriculata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507676-1","","Y","Accepted","Mimosa auriculata","Mimosa auriculata","Benth.","172263","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507676-1","","Fabaceae","1","1","wcvp","0",""
"37","59","Mimosa aurivillus",1,"172264","Mimosa aurivillus",1,"species","","",NA,"Mart.","Fabaceae","Mimosa","Mimosa",1,"aurivillus","aurivillus",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312879-2","","Y","Accepted","Mimosa aurivillus","Mimosa aurivillus","Mart.","172264","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312879-2","","Fabaceae","1","1","wcvp","0",""
"38","60","Mimosa aurivillus aurivillus",0.96021221090168,"177617","Mimosa aurivillus var. aurivillus",0.96021221090168,"variety","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"aurivillus","aurivillus",1,"","",NA,"var.","aurivillus",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190443-1","","Y","Accepted","Mimosa aurivillus var. aurivillus","Mimosa aurivillus","","177617","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190443-1","","Fabaceae","1","1","wcvp","0",""
"39","62","Mimosa aurivillus calothamnus",0.93931710034911,"1232384","Mimosa aurivillus var. calothamnos",0.93931710034911,"variety","","",NA,"(Mart. ex Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"aurivillus","aurivillus",1,"","",NA,"var.","calothamnos",0.60909090909091,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967279-1","","","Accepted","Mimosa aurivillus var. calothamnos","Mimosa aurivillus","(Mart. ex Benth.) Barneby","1232384","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967279-1","","Fabaceae","1","1","wcvp","0",""
"40","63","Mimosa bahamensis",1,"167555","Mimosa bahamensis",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"bahamensis","bahamensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161518-2","","Y","Accepted","Mimosa bahamensis","Mimosa bahamensis","Benth.","167555","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161518-2","","Fabaceae","1","1","wcvp","0",""
"41","64","Mimosa barretoi",1,"167559","Mimosa barretoi",1,"species","","",NA,"Hoehne","Fabaceae","Mimosa","Mimosa",1,"barretoi","barretoi",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161526-2","","Y","Accepted","Mimosa barretoi","Mimosa barretoi","Hoehne","167559","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161526-2","","Fabaceae","1","1","wcvp","0",""
"42","65","Mimosa bathyrrhena",1,"1232388","Mimosa bathyrrhena",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"bathyrrhena","bathyrrhena",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312887-2","","Y","Accepted","Mimosa bathyrrhena","Mimosa bathyrrhena","Barneby","1232388","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312887-2","","Fabaceae","1","1","wcvp","0",""
"43","66","Mimosa benthami",0.98210117101673,"167560","Mimosa benthamii",0.98210117101673,"species","","",NA,"J.F.Macbr.","Fabaceae","Mimosa","Mimosa",1,"benthami","benthamii",0.88888888888889,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161528-2","","Y","Accepted","Mimosa benthamii","Mimosa benthamii","J.F.Macbr.","167560","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161528-2","","Fabaceae","1","1","wcvp","0",""
"44","67","Mimosa bifurca",1,"172266","Mimosa bifurca",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"bifurca","bifurca",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507702-1","","Y","Accepted","Mimosa bifurca","Mimosa bifurca","Benth.","172266","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507702-1","","Fabaceae","1","1","wcvp","0",""
"45","68","Mimosa bimucronata",1,"162442","Mimosa bimucronata",1,"species","","",NA,"(DC.) Kuntze","Fabaceae","Mimosa","Mimosa",1,"bimucronata","bimucronata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161532-2","","Y","Accepted","Mimosa bimucronata","Mimosa bimucronata","(DC.) Kuntze","162442","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161532-2","","Fabaceae","1","1","wcvp","0",""
"46","69","Mimosa biuncifera",1,"170287","Mimosa biuncifera",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"biuncifera","biuncifera",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161536-2","","Y","Accepted","Mimosa biuncifera","Mimosa biuncifera","Benth.","170287","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161536-2","","Fabaceae","1","1","wcvp","0",""
"47","70","Mimosa blanchetii",1,"172269","Mimosa blanchetii",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"blanchetii","blanchetii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507712-1","","Y","Accepted","Mimosa blanchetii","Mimosa blanchetii","Benth.","172269","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507712-1","","Fabaceae","1","1","wcvp","0",""
"48","71","Mimosa boliviana",1,"172270","Mimosa boliviana",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"boliviana","boliviana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313208-2","","Y","Accepted","Mimosa boliviana","Mimosa boliviana","Benth.","172270","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313208-2","","Fabaceae","1","1","wcvp","0",""
"49","76","Mimosa borealis",1,"172272","Mimosa borealis",1,"species","","",NA,"A.Gray","Fabaceae","Mimosa","Mimosa",1,"borealis","borealis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507717-1","","Y","Accepted","Mimosa borealis","Mimosa borealis","A.Gray","172272","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507717-1","","Fabaceae","1","1","wcvp","0",""
"50","77","Mimosa brachycarpa",1,"172273","Mimosa brachycarpa",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"brachycarpa","brachycarpa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507723-1","","Y","Accepted","Mimosa brachycarpa","Mimosa brachycarpa","Benth.","172273","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507723-1","","Fabaceae","1","1","wcvp","0",""
"51","78","Mimosa brevipetiolata hirtula",0.96021221090168,"1232466","Mimosa brevipetiolata var. hirtula",0.96021221090168,"variety","","",NA,"(Burkart) Barneby","Fabaceae","Mimosa","Mimosa",1,"brevipetiolata","brevipetiolata",1,"","",NA,"var.","hirtula",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967311-1","","Y","Accepted","Mimosa brevipetiolata var. hirtula","Mimosa brevipetiolata","(Burkart) Barneby","1232466","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967311-1","","Fabaceae","1","1","wcvp","0",""
"52","79","Mimosa busseana",1,"162535","Mimosa busseana",1,"species","","",NA,"Harms","Fabaceae","Mimosa","Mimosa",1,"busseana","busseana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507744-1","","Y","Accepted","Mimosa busseana","Mimosa busseana","Harms","162535","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507744-1","","Fabaceae","1","1","wcvp","0",""
