"","ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","WarningsEng"
"95","137","Mimosa dalyi",1,"176409","Mimosa dalyi",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"dalyi","dalyi",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:280942-2","","Y","Accepted","Mimosa dalyi","Mimosa dalyi","Barneby","176409","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:280942-2","","Fabaceae","1","1","wcvp","0",""
"96","138","Mimosa deamii",1,"1040213","Mimosa deamii",1,"species","","",NA,"B.L.Rob.","Fabaceae","Mimosa","Mimosa",1,"deamii","deamii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161620-2","","Y","Accepted","Mimosa deamii","Mimosa deamii","B.L.Rob.","1040213","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161620-2","","Fabaceae","1","1","wcvp","0",""
"97","139","Mimosa debilis debilis",0.96021221090168,"1049014","Mimosa debilis var. debilis",0.96021221090168,"variety","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"debilis","debilis",1,"","",NA,"var.","debilis",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190448-1","","Y","Accepted","Mimosa debilis var. debilis","Mimosa debilis","","1049014","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190448-1","","Fabaceae","1","1","wcvp","0",""
"98","140","Mimosa decorticans",1,"1232433","Mimosa decorticans",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"decorticans","decorticans",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312981-2","","Y","Accepted","Mimosa decorticans","Mimosa decorticans","Barneby","1232433","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312981-2","","Fabaceae","1","1","wcvp","0",""
"99","141","Mimosa delicatula",1,"192630","Mimosa delicatula",1,"species","","",NA,"Baill. ex Drake","Fabaceae","Mimosa","Mimosa",1,"delicatula","delicatula",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507887-1","","Y","Accepted","Mimosa delicatula","Mimosa delicatula","Baill. ex Drake","192630","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507887-1","","Fabaceae","1","1","wcvp","0",""
"100","142","Mimosa densa alligantina",0.96021221090168,"1288389","Mimosa densa var. alligantina",0.96021221090168,"variety","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"densa","densa",1,"","",NA,"var.","alligantina",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312983-2","","Y","Accepted","Mimosa densa var. alligantina","Mimosa densa","Barneby","1288389","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312983-2","","Fabaceae","1","1","wcvp","0",""
"101","143","Mimosa densa densa",0.96021221090168,"1232435","Mimosa densa var. densa",0.96021221090168,"variety","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"densa","densa",1,"","",NA,"var.","densa",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190469-1","","Y","Accepted","Mimosa densa var. densa","Mimosa densa","","1232435","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190469-1","","Fabaceae","1","1","wcvp","0",""
"102","144","Mimosa depauperata",1,"180985","Mimosa depauperata",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"depauperata","depauperata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507893-1","","Y","Accepted","Mimosa depauperata","Mimosa depauperata","Benth.","180985","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507893-1","","Fabaceae","1","1","wcvp","0",""
"103","145","Mimosa detinens",1,"172300","Mimosa detinens",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"detinens","detinens",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507898-1","","Y","Accepted","Mimosa detinens","Mimosa detinens","Benth.","172300","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507898-1","","Fabaceae","1","1","wcvp","0",""
"104","146","Mimosa dicerastes",1,"1232499","Mimosa dicerastes",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"dicerastes","dicerastes",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313294-2","","Y","Accepted","Mimosa dicerastes","Mimosa dicerastes","Barneby","1232499","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313294-2","","Fabaceae","1","1","wcvp","0",""
"105","148","Mimosa dichroa",1,"1245089","Mimosa dichroa",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"dichroa","dichroa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312719-2","","Y","Accepted","Mimosa dichroa","Mimosa dichroa","Barneby","1245089","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312719-2","","Fabaceae","1","1","wcvp","0",""
"106","150","Mimosa diminuta",1,"738891","Mimosa diminuta",1,"species","","",NA,"Marc.F.Simon & C.E.Hughes","Fabaceae","Mimosa","Mimosa",1,"diminuta","diminuta",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77107565-1","","Y","Accepted","Mimosa diminuta","Mimosa diminuta","Marc.F.Simon & C.E.Hughes","738891","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77107565-1","","Fabaceae","1","1","wcvp","0",""
"107","152","Mimosa diplotricha diplotricha",0.96021221090168,"190354","Mimosa diplotricha var. diplotricha",0.96021221090168,"variety","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"diplotricha","diplotricha",1,"","",NA,"var.","diplotricha",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190465-1","","Y","Accepted","Mimosa diplotricha var. diplotricha","Mimosa diplotricha","","190354","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190465-1","","Fabaceae","1","1","wcvp","0",""
"108","153","Mimosa discobola",1,"1232500","Mimosa discobola",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"discobola","discobola",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313296-2","","Y","Accepted","Mimosa discobola","Mimosa discobola","Barneby","1232500","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313296-2","","Fabaceae","1","1","wcvp","0",""
"109","154","Mimosa distachya oligacantha",0.96021221090168,"1369720","Mimosa distachya var. oligacantha",0.96021221090168,"variety","","",NA,"(DC.) Barneby","Fabaceae","Mimosa","Mimosa",1,"distachya","distachya",1,"","",NA,"var.","oligacantha",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967245-1","","Y","Accepted","Mimosa distachya var. oligacantha","Mimosa distachya","(DC.) Barneby","1369720","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967245-1","","Fabaceae","1","1","wcvp","0",""
"110","155","Mimosa dolens dolens",0.96021221090168,"1375226","Mimosa dolens subsp. dolens",0.96021221090168,"subspecies","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"dolens","dolens",1,"","",NA,"subsp.","dolens",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190452-1","","Y","Accepted","Mimosa dolens subsp. dolens","Mimosa dolens","","1375226","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190452-1","","Fabaceae","1","1","wcvp","0",""
"111","156","Mimosa dolens rigida",0.96021221090168,"1208789","Mimosa dolens subsp. rigida",0.96021221090168,"subspecies","","",NA,"(Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"dolens","dolens",1,"","",NA,"subsp.","rigida",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967321-1","","Y","Accepted","Mimosa dolens subsp. rigida","Mimosa dolens","(Benth.) Barneby","1208789","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967321-1","","Fabaceae","1","1","wcvp","0",""
"112","157","Mimosa dominarum",1,"1232443","Mimosa dominarum",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"dominarum","dominarum",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312991-2","","Y","Accepted","Mimosa dominarum","Mimosa dominarum","Barneby","1232443","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312991-2","","Fabaceae","1","1","wcvp","0",""
"113","158","Mimosa dominguensis",0.98737368185461,"172310","Mimosa domingensis",0.98737368185461,"species","","",NA,"(Bertero ex DC.) Benth.","Fabaceae","Mimosa","Mimosa",1,"dominguensis","domingensis",0.91666666666667,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507926-1","","Y","Accepted","Mimosa domingensis","Mimosa domingensis","(Bertero ex DC.) Benth.","172310","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507926-1","","Fabaceae","1","1","wcvp","0",""
"114","159","Mimosa dormiens",1,"172311","Mimosa dormiens",1,"species","","",NA,"Humb. & Bonpl. ex Willd.","Fabaceae","Mimosa","Mimosa",1,"dormiens","dormiens",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507929-1","","Y","Accepted","Mimosa dormiens","Mimosa dormiens","Humb. & Bonpl. ex Willd.","172311","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507929-1","","Fabaceae","1","1","wcvp","0",""
"115","160","Mimosa dryandroides extratropica",0.96021221090168,"1288404","Mimosa dryandroides var. extratropica",0.96021221090168,"variety","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"dryandroides","dryandroides",1,"","",NA,"var.","extratropica",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313344-2","","Y","Accepted","Mimosa dryandroides var. extratropica","Mimosa dryandroides","Barneby","1288404","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313344-2","","Fabaceae","1","1","wcvp","0",""
"116","161","Mimosa dutrae",1,"167598","Mimosa dutrae",1,"species","","",NA,"Malme","Fabaceae","Mimosa","Mimosa",1,"dutrae","dutrae",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161635-2","","Y","Accepted","Mimosa dutrae","Mimosa dutrae","Malme","167598","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161635-2","","Fabaceae","1","1","wcvp","0",""
"117","164","Mimosa dysocarpa",1,"1042444","Mimosa dysocarpa",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"dysocarpa","dysocarpa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30309639-2","","Y","Accepted","Mimosa dysocarpa","Mimosa dysocarpa","Benth.","1042444","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30309639-2","","Fabaceae","1","1","wcvp","0",""
"118","165","Mimosa echinocaula",1,"172315","Mimosa echinocaula",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"echinocaula","echinocaula",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312748-2","","Y","Accepted","Mimosa echinocaula","Mimosa echinocaula","Benth.","172315","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312748-2","","Fabaceae","1","1","wcvp","0",""
"119","166","Mimosa elliptica",1,"162640","Mimosa elliptica",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"elliptica","elliptica",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161640-2","","Y","Accepted","Mimosa elliptica","Mimosa elliptica","Benth.","162640","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161640-2","","Fabaceae","1","1","wcvp","0",""
"120","167","Mimosa emoryana",1,"172317","Mimosa emoryana",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"emoryana","emoryana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507954-1","","Y","Accepted","Mimosa emoryana","Mimosa emoryana","Benth.","172317","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507954-1","","Fabaceae","1","1","wcvp","0",""
"121","168","Mimosa ephedroides",1,"172318","Mimosa ephedroides",1,"species","","",NA,"(Gillies ex Hook.) Benth.","Fabaceae","Mimosa","Mimosa",1,"ephedroides","ephedroides",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507959-1","","Y","Accepted","Mimosa ephedroides","Mimosa ephedroides","(Gillies ex Hook.) Benth.","172318","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507959-1","","Fabaceae","1","1","wcvp","0",""
"122","169","Mimosa ervendbergii",1,"172320","Mimosa ervendbergii",1,"species","","",NA,"A.Gray","Fabaceae","Mimosa","Mimosa",1,"ervendbergii","ervendbergii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507968-1","","Y","Accepted","Mimosa ervendbergii","Mimosa ervendbergii","A.Gray","172320","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507968-1","","Fabaceae","1","1","wcvp","0",""
"123","171","Mimosa fachinalensis",1,"172884","Mimosa fachinalensis",1,"species","","",NA,"Burkart","Fabaceae","Mimosa","Mimosa",1,"fachinalensis","fachinalensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161652-2","","Y","Accepted","Mimosa fachinalensis","Mimosa fachinalensis","Burkart","172884","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161652-2","","Fabaceae","1","1","wcvp","0",""
"124","173","Mimosa farinosa",1,"172324","Mimosa farinosa",1,"species","","",NA,"Griseb.","Fabaceae","Mimosa","Mimosa",1,"farinosa","farinosa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507987-1","","Y","Accepted","Mimosa farinosa","Mimosa farinosa","Griseb.","172324","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507987-1","","Fabaceae","1","1","wcvp","0",""
"125","176","Mimosa fiebrigii",1,"167612","Mimosa fiebrigii",1,"species","","",NA,"Hassl.","Fabaceae","Mimosa","Mimosa",1,"fiebrigii","fiebrigii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161660-2","","Y","Accepted","Mimosa fiebrigii","Mimosa fiebrigii","Hassl.","167612","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161660-2","","Fabaceae","1","1","wcvp","0",""
"126","177","Mimosa filipes",1,"172326","Mimosa filipes",1,"species","","",NA,"Mart.","Fabaceae","Mimosa","Mimosa",1,"filipes","filipes",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508005-1","","Y","Accepted","Mimosa filipes","Mimosa filipes","Mart.","172326","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508005-1","","Fabaceae","1","1","wcvp","0",""
"127","178","Mimosa flagellaris",1,"172327","Mimosa flagellaris",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"flagellaris","flagellaris",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313201-2","","Y","Accepted","Mimosa flagellaris","Mimosa flagellaris","Benth.","172327","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:313201-2","","Fabaceae","1","1","wcvp","0",""
"128","181","Mimosa flocculosa",1,"167613","Mimosa flocculosa",1,"species","","",NA,"Burkart","Fabaceae","Mimosa","Mimosa",1,"flocculosa","flocculosa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161668-2","","Y","Accepted","Mimosa flocculosa","Mimosa flocculosa","Burkart","167613","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161668-2","","Fabaceae","1","1","wcvp","0",""
"129","182","Mimosa foliolosa foliolosa",0.96021221090168,"1389090","Mimosa foliolosa subsp. foliolosa",0.96021221090168,"subspecies","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"foliolosa","foliolosa",1,"","",NA,"subsp.","foliolosa",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190455-1","","Y","Accepted","Mimosa foliolosa subsp. foliolosa","Mimosa foliolosa","","1389090","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190455-1","","Fabaceae","1","1","wcvp","0",""
"130","183","Mimosa foliolosa paranani",0.96021221090168,"1288424","Mimosa foliolosa var. paranani",0.96021221090168,"variety","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"foliolosa","foliolosa",1,"","",NA,"var.","paranani",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312919-2","","Y","Accepted","Mimosa foliolosa var. paranani","Mimosa foliolosa","Barneby","1288424","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312919-2","","Fabaceae","1","1","wcvp","0",""
"131","184","Mimosa foliolosa brevibractea",0.96021221090168,"1368981","Mimosa foliolosa subsp. brevibractea",0.96021221090168,"subspecies","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"foliolosa","foliolosa",1,"","",NA,"subsp.","brevibractea",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312918-2","","Y","Accepted","Mimosa foliolosa subsp. brevibractea","Mimosa foliolosa","Barneby","1368981","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312918-2","","Fabaceae","1","1","wcvp","0",""
"132","186","Mimosa foliolosa gravida",0.96021221090168,"1288416","Mimosa foliolosa var. gravida",0.96021221090168,"variety","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"foliolosa","foliolosa",1,"","",NA,"var.","gravida",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312913-2","","Y","Accepted","Mimosa foliolosa var. gravida","Mimosa foliolosa","Barneby","1288416","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312913-2","","Fabaceae","1","1","wcvp","0",""
"133","187","Mimosa foliolosa foederalis",0.96021221090168,"1288413","Mimosa foliolosa var. foederalis",0.96021221090168,"variety","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"foliolosa","foliolosa",1,"","",NA,"var.","foederalis",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312912-2","","Y","Accepted","Mimosa foliolosa var. foederalis","Mimosa foliolosa","Barneby","1288413","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312912-2","","Fabaceae","1","1","wcvp","0",""
"134","188","Mimosa foliolosa franciscana",0.96021221090168,"1288414","Mimosa foliolosa var. franciscana",0.96021221090168,"variety","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"foliolosa","foliolosa",1,"","",NA,"var.","franciscana",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312907-2","","Y","Accepted","Mimosa foliolosa var. franciscana","Mimosa foliolosa","Barneby","1288414","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312907-2","","Fabaceae","1","1","wcvp","0",""
"135","189","Mimosa foliolosa grandibractea",0.96021221090168,"1785359","Mimosa foliolosa var. grandibractea",0.96021221090168,"variety","","",NA,"V.F.Dutra & F.C.P.Garcia","Fabaceae","Mimosa","Mimosa",1,"foliolosa","foliolosa",1,"","",NA,"var.","grandibractea",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77123260-1","","Y","Accepted","Mimosa foliolosa var. grandibractea","Mimosa foliolosa","V.F.Dutra & F.C.P.Garcia","1785359","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77123260-1","","Fabaceae","1","1","wcvp","0",""
"136","190","Mimosa foliolosa multipinna",0.96021221090168,"1288405","Mimosa foliolosa var. multipinna",0.96021221090168,"variety","","",NA,"(Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"foliolosa","foliolosa",1,"","",NA,"var.","multipinna",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967288-1","","Y","Accepted","Mimosa foliolosa var. multipinna","Mimosa foliolosa","(Benth.) Barneby","1288405","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967288-1","","Fabaceae","1","1","wcvp","0",""
"137","191","Mimosa foliolosa pachycarpa",0.96021221090168,"1232405","Mimosa foliolosa var. pachycarpa",0.96021221090168,"variety","","",NA,"(Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"foliolosa","foliolosa",1,"","",NA,"var.","pachycarpa",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967289-1","","Y","Accepted","Mimosa foliolosa var. pachycarpa","Mimosa foliolosa","(Benth.) Barneby","1232405","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967289-1","","Fabaceae","1","1","wcvp","0",""
"138","192","Mimosa foliolosa peregrina",0.96021221090168,"1288425","Mimosa foliolosa var. peregrina",0.96021221090168,"variety","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"foliolosa","foliolosa",1,"","",NA,"var.","peregrina",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312915-2","","Y","Accepted","Mimosa foliolosa var. peregrina","Mimosa foliolosa","Barneby","1288425","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312915-2","","Fabaceae","1","1","wcvp","0",""
"139","194","Mimosa foliolosa pubescens",0.96021221090168,"1288426","Mimosa foliolosa var. pubescens",0.96021221090168,"variety","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"foliolosa","foliolosa",1,"","",NA,"var.","pubescens",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161674-2","","Y","Accepted","Mimosa foliolosa var. pubescens","Mimosa foliolosa","Benth.","1288426","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161674-2","","Fabaceae","1","1","wcvp","0",""
"140","195","Mimosa foliolosa vernicosa",0.96021221090168,"1288422","Mimosa foliolosa var. vernicosa",0.96021221090168,"variety","","",NA,"(Bong. ex Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"foliolosa","foliolosa",1,"","",NA,"var.","vernicosa",0.7,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967290-1","","Y","Accepted","Mimosa foliolosa var. vernicosa","Mimosa foliolosa","(Bong. ex Benth.) Barneby","1288422","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967290-1","","Fabaceae","1","1","wcvp","0",""
"141","197","Mimosa furfuracea",1,"172329","Mimosa furfuracea",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"furfuracea","furfuracea",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508035-1","","Y","Accepted","Mimosa furfuracea","Mimosa furfuracea","Benth.","172329","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508035-1","","Fabaceae","1","1","wcvp","0",""
"142","198","Mimosa galleotti",0.95322410145539,"167616","Mimosa galeottii",0.95322410145539,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"galleotti","galeottii",0.77777777777778,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161680-2","","Y","Accepted","Mimosa galeottii","Mimosa galeottii","Benth.","167616","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161680-2","","Fabaceae","1","1","wcvp","0",""
"143","199","Mimosa gatesiae",1,"1232362","Mimosa gatesiae",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"gatesiae","gatesiae",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312761-2","","Y","Accepted","Mimosa gatesiae","Mimosa gatesiae","Barneby","1232362","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312761-2","","Fabaceae","1","1","wcvp","0",""
"144","201","Mimosa gemmulata gemmulata",0.59957384396743,"176472","Mimosa gemmulata",0.59957384396743,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"gemmulata","gemmulata",1,"","",NA,"","",NA,"","",NA,"","gemmulata","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312724-2","","Y","Accepted","Mimosa gemmulata","Mimosa gemmulata","Barneby","176472","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312724-2","","Fabaceae","1","1","wcvp","1","[Partial]"
"145","202","Mimosa glutinosa",1,"167619","Mimosa glutinosa",1,"species","","",NA,"Malme","Fabaceae","Mimosa","Mimosa",1,"glutinosa","glutinosa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161688-2","","Y","Accepted","Mimosa glutinosa","Mimosa glutinosa","Malme","167619","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161688-2","","Fabaceae","1","1","wcvp","0",""
"146","204","Mimosa goldmanii",1,"1040225","Mimosa goldmanii",1,"species","","",NA,"B.L.Rob.","Fabaceae","Mimosa","Mimosa",1,"goldmanii","goldmanii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161689-2","","Y","Accepted","Mimosa goldmanii","Mimosa goldmanii","B.L.Rob.","1040225","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161689-2","","Fabaceae","1","1","wcvp","0",""
